orgName,orgRefCode,superUserEmail,email,idamId,assigneeUser,caseToShare
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user118@mailinator.com,519c52bc-9d84-43a3-8514-10ea8e33c2be,558ab9e4-66a9-4f96-8048-c3486b46fe27,1597329953746492
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user667@mailinator.com,558ab9e4-66a9-4f96-8048-c3486b46fe27,5aef67d9-0a7c-4609-868e-990a6479745c,1597329966612780
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user100@mailinator.com,5aef67d9-0a7c-4609-868e-990a6479745c,ea457edb-1301-4dfd-b32a-fe4cc2753963,1597329979456571
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user137@mailinator.com,ea457edb-1301-4dfd-b32a-fe4cc2753963,708e3a72-a051-4150-a4a9-6fb2cca7879f,1597329992684134
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user147@mailinator.com,708e3a72-a051-4150-a4a9-6fb2cca7879f,82bba5df-39e1-472c-a64c-7dc7cbd25e77,1597330005642739
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user149@mailinator.com,82bba5df-39e1-472c-a64c-7dc7cbd25e77,e33faf36-4dc6-492c-879a-b875424cd067,1597330018836310
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user164@mailinator.com,e33faf36-4dc6-492c-879a-b875424cd067,ed412826-09cd-4c3d-b754-478ab9d4d7b0,1597330031653874
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user173@mailinator.com,ed412826-09cd-4c3d-b754-478ab9d4d7b0,dca8678e-477c-4198-af61-f614ff94bf1f,1597330044738936
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user179@mailinator.com,dca8678e-477c-4198-af61-f614ff94bf1f,3ec4a685-4ce3-4a49-a9b3-75474248c3b6,1597330058388057
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user186@mailinator.com,3ec4a685-4ce3-4a49-a9b3-75474248c3b6,7c4be87b-cb09-4f7c-b3a7-e564e042d662,1597330071505554
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user192@mailinator.com,7c4be87b-cb09-4f7c-b3a7-e564e042d662,76ae518e-6578-4c75-8574-fa9d08e47d22,1597330084869419
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user193@mailinator.com,76ae518e-6578-4c75-8574-fa9d08e47d22,b2e877c7-3013-41cc-9143-eba4a377ba7d,1597330096742661
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user198@mailinator.com,b2e877c7-3013-41cc-9143-eba4a377ba7d,19c645e6-2111-4d1b-87bb-97b4a36e8a31,1597330109666865
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user208@mailinator.com,19c645e6-2111-4d1b-87bb-97b4a36e8a31,78f419d9-05c0-4893-b801-a57db40cb88e,1597330122563016
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user210@mailinator.com,78f419d9-05c0-4893-b801-a57db40cb88e,bad5fe95-6b4f-4ac4-93c5-fb0fded9c5e5,1597330136371760
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user217@mailinator.com,bad5fe95-6b4f-4ac4-93c5-fb0fded9c5e5,382323d4-31b9-4076-9a08-784627d92d98,1597330149512301
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user224@mailinator.com,382323d4-31b9-4076-9a08-784627d92d98,517f3ecf-6ddc-4de7-a83b-3982dec6ad07,1597330162655813
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user233@mailinator.com,517f3ecf-6ddc-4de7-a83b-3982dec6ad07,3e9363bc-e27d-41d4-9bcf-72fdc625a3d5,1597330175408754
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user241@mailinator.com,3e9363bc-e27d-41d4-9bcf-72fdc625a3d5,61fb34c8-ed1c-4eae-9666-be6e6dd7e0b6,1597330189266198
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user245@mailinator.com,61fb34c8-ed1c-4eae-9666-be6e6dd7e0b6,9756e5b9-c0a3-44ce-b536-fc6e4c6140ee,1597330202019806
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user247@mailinator.com,9756e5b9-c0a3-44ce-b536-fc6e4c6140ee,a343fcd4-2562-4ab7-bb76-e1b38d89af63,1597330214969485
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user253@mailinator.com,a343fcd4-2562-4ab7-bb76-e1b38d89af63,8e2834c1-ef5e-40a6-863a-20879ed8e8cb,1597330228027494
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user290@mailinator.com,8e2834c1-ef5e-40a6-863a-20879ed8e8cb,3eca5fa8-9343-49b4-a1e7-b0df26679e99,1597330241205796
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user347@mailinator.com,3eca5fa8-9343-49b4-a1e7-b0df26679e99,a31b2470-89ac-4b1f-b30b-28f1113b84f0,1597330253737769
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user353@mailinator.com,a31b2470-89ac-4b1f-b30b-28f1113b84f0,252c8aad-3b54-49b4-91b3-76ce02d38dea,1597330266429248
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user365@mailinator.com,252c8aad-3b54-49b4-91b3-76ce02d38dea,ac2acacb-9b39-483b-9174-a1651d62b29a,1597330279497117
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user395@mailinator.com,ac2acacb-9b39-483b-9174-a1651d62b29a,f817be86-e70b-4414-8965-f561cb1c5566,1597330293166722
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user402@mailinator.com,f817be86-e70b-4414-8965-f561cb1c5566,d3dcbdb8-099f-4001-a142-e9c81105dcfb,1597330305503607
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user408@mailinator.com,d3dcbdb8-099f-4001-a142-e9c81105dcfb,ec3fc8dd-2d01-4952-a380-94b4cb993132,1597330319266043
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user414@mailinator.com,ec3fc8dd-2d01-4952-a380-94b4cb993132,fde836d7-d59e-447a-8416-cacea3321963,1597330332244183
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user419@mailinator.com,fde836d7-d59e-447a-8416-cacea3321963,8fd24b26-afc1-4f90-968a-39ad3672e5fc,1597330345646754
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user425@mailinator.com,8fd24b26-afc1-4f90-968a-39ad3672e5fc,8ae2555b-5950-49a4-9d1a-ec50b139d492,1597330358582185
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user431@mailinator.com,8ae2555b-5950-49a4-9d1a-ec50b139d492,f2f56f1c-1449-4a11-b154-c75e693ccfeb,1597330372128023
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user437@mailinator.com,f2f56f1c-1449-4a11-b154-c75e693ccfeb,1d981125-1bbc-4e26-986e-22df9abde5c1,1597330385275035
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user443@mailinator.com,1d981125-1bbc-4e26-986e-22df9abde5c1,fc193aab-0ae9-4c20-9b8e-c9324d56d5cd,1597330398036135
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user448@mailinator.com,fc193aab-0ae9-4c20-9b8e-c9324d56d5cd,b326e3df-09de-415b-8213-cb8fd042af70,1597330411329475
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user454@mailinator.com,b326e3df-09de-415b-8213-cb8fd042af70,3c1e7e58-9911-41af-8dd0-2f7f12a07dca,1597330423422144
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user467@mailinator.com,3c1e7e58-9911-41af-8dd0-2f7f12a07dca,db955dab-59a4-4f38-a303-dc41ba35098b,1597330436394686
ccdorg-5wb1s,3SIYNNK,ccdorg-5wb1s_mcsuperuser@mailinator.com,ccdorg-5wb1s_mcCcd.user474@mailinator.com,db955dab-59a4-4f38-a303-dc41ba35098b,ac415ec1-93dd-4bdf-8b99-9d6bfa8216a5,1597330449693017
